STATION,NAME,DATE,PRCP,TAVG,TMAX,TMIN
ES003800510,"SAN SALVADOR ILOPAN, ES",4/18/01,,81,,
ES003800510,"SAN SALVADOR ILOPAN, ES",4/19/01,,81,,
ES003800510,"SAN SALVADOR ILOPAN, ES",4/20/01,,80,93,65
ES003800510,"SAN SALVADOR ILOPAN, ES",4/21/01,,80,92,70
ES003800510,"SAN SALVADOR ILOPAN, ES",4/22/01,,81,,
ES003800510,"SAN SALVADOR ILOPAN, ES",4/23/01,,80,94,68
ES003800510,"SAN SALVADOR ILOPAN, ES",4/24/01,,80,95,68
ES003800510,"SAN SALVADOR ILOPAN, ES",4/25/01,0.04,78,91,69
ES003800510,"SAN SALVADOR ILOPAN, ES",4/26/01,0,78,93,70
ES003800510,"SAN SALVADOR ILOPAN, ES",4/27/01,,82,93,69
ES003800510,"SAN SALVADOR ILOPAN, ES",4/28/01,,80,93,69
ES003800510,"SAN SALVADOR ILOPAN, ES",4/29/01,,82,94,71
ES003800510,"SAN SALVADOR ILOPAN, ES",4/30/01,,76,,
ES003800510,"SAN SALVADOR ILOPAN, ES",5/3/01,,83,,
ES003800510,"SAN SALVADOR ILOPAN, ES",5/4/01,0.59,79,88,69
ES003800510,"SAN SALVADOR ILOPAN, ES",5/5/01,0,80,90,71
ES003800510,"SAN SALVADOR ILOPAN, ES",5/6/01,,79,91,71
ES003800510,"SAN SALVADOR ILOPAN, ES",5/7/01,,83,,
ES003800510,"SAN SALVADOR ILOPAN, ES",5/8/01,,80,,
ES003800510,"SAN SALVADOR ILOPAN, ES",5/9/01,,80,91,68
ES003800510,"SAN SALVADOR ILOPAN, ES",5/10/01,,79,92,68
ES003800510,"SAN SALVADOR ILOPAN, ES",5/11/01,,79,91,68
ES003800510,"SAN SALVADOR ILOPAN, ES",5/12/01,,79,92,68
ES003800510,"SAN SALVADOR ILOPAN, ES",5/13/01,,79,92,68
ES003800510,"SAN SALVADOR ILOPAN, ES",5/14/01,,78,91,68
ES003800510,"SAN SALVADOR ILOPAN, ES",5/15/01,,81,93,70
ES003800510,"SAN SALVADOR ILOPAN, ES",5/16/01,0.12,75,93,71
ES003800510,"SAN SALVADOR ILOPAN, ES",5/17/01,0,76,89,74
ES003800510,"SAN SALVADOR ILOPAN, ES",5/18/01,0.12,76,,
ES003800510,"SAN SALVADOR ILOPAN, ES",5/19/01,0,79,,
