STATION,NAME,DATE,PRCP,SNWD,TAVG,TMAX,TMIN
MXM00076687,"JALAPA VER., MX",4/30/01,0.06,,62,71,55
MXM00076687,"JALAPA VER., MX",5/1/01,0,,63,71,55
MXM00076687,"JALAPA VER., MX",5/2/01,0,,64,73,55
MXM00076687,"JALAPA VER., MX",5/3/01,0,,66,,
MXM00076687,"JALAPA VER., MX",5/4/01,0,,68,78,57
MXM00076687,"JALAPA VER., MX",5/5/01,0.04,,69,80,56
MXM00076687,"JALAPA VER., MX",5/6/01,0,,69,81,56
MXM00076687,"JALAPA VER., MX",5/7/01,0.71,,67,81,60
MXM00076687,"JALAPA VER., MX",5/8/01,0.04,,66,81,60
MXM00076687,"JALAPA VER., MX",5/9/01,0.22,,62,72,53
MXM00076687,"JALAPA VER., MX",5/10/01,0,,62,72,50
MXM00076687,"JALAPA VER., MX",5/11/01,0,,65,73,50
MXM00076687,"JALAPA VER., MX",5/12/01,0.83,,62,75,54
MXM00076687,"JALAPA VER., MX",5/13/01,0.89,,59,69,50
MXM00076687,"JALAPA VER., MX",5/14/01,0.57,,61,67,50
MXM00076687,"JALAPA VER., MX",5/15/01,0.94,,62,69,54
MXM00076687,"JALAPA VER., MX",5/16/01,0.01,,63,,
MXM00076687,"JALAPA VER., MX",5/17/01,0,,68,80,53
MXM00076687,"JALAPA VER., MX",5/18/01,0,,69,,
MXM00076687,"JALAPA VER., MX",5/19/01,0,,72,82,56
MXM00076687,"JALAPA VER., MX",5/21/01,0,,70,,
MXM00076687,"JALAPA VER., MX",5/22/01,0,,71,86,60
MXM00076687,"JALAPA VER., MX",5/23/01,0.29,,65,74,55
MXM00076687,"JALAPA VER., MX",5/24/01,0.33,,65,72,56
MXM00076687,"JALAPA VER., MX",5/25/01,0,,67,74,58
MXM00076687,"JALAPA VER., MX",5/26/01,0.05,,68,,
MXM00076687,"JALAPA VER., MX",5/27/01,,,67,78,53
MXM00076687,"JALAPA VER., MX",5/28/01,0.11,,66,78,52
MXM00076687,"JALAPA VER., MX",5/29/01,0.02,,70,79,52
MXM00076687,"JALAPA VER., MX",5/30/01,0,,71,79,63
MXM00076687,"JALAPA VER., MX",5/31/01,0.55,,69,77,63
MXM00076687,"JALAPA VER., MX",6/1/01,0.05,,69,,
MXM00076687,"JALAPA VER., MX",6/2/01,0.47,,70,81,57
MXM00076687,"JALAPA VER., MX",6/3/01,1.61,,67,80,57
MXM00076687,"JALAPA VER., MX",6/4/01,4.92,,69,78,58
MXM00076687,"JALAPA VER., MX",6/5/01,2.21,,69,79,59
MXM00076687,"JALAPA VER., MX",6/6/01,0.31,,69,80,58
MXM00076687,"JALAPA VER., MX",6/7/01,0.58,,67,81,59
MXM00076687,"JALAPA VER., MX",6/8/01,0.04,,69,83,59
MXM00076687,"JALAPA VER., MX",6/9/01,0,,71,81,59
MXM00076687,"JALAPA VER., MX",6/10/01,0,,71,83,60
MXM00076687,"JALAPA VER., MX",6/11/01,0,,73,85,60
MXM00076687,"JALAPA VER., MX",6/12/01,0,,72,86,60
MXM00076687,"JALAPA VER., MX",6/13/01,0,,72,85,60
MXM00076687,"JALAPA VER., MX",6/14/01,0,,73,85,60
MXM00076687,"JALAPA VER., MX",6/15/01,0,,72,85,59
MXM00076687,"JALAPA VER., MX",6/16/01,0,,69,84,57
MXM00076687,"JALAPA VER., MX",6/17/01,0,,64,78,53
MXM00076687,"JALAPA VER., MX",6/18/01,0.36,,62,74,53
MXM00076687,"JALAPA VER., MX",6/19/01,0.03,,64,76,53
MXM00076687,"JALAPA VER., MX",6/20/01,0.03,,63,78,53
MXM00076687,"JALAPA VER., MX",6/21/01,0.22,,67,77,53
MXM00076687,"JALAPA VER., MX",6/22/01,0.03,,68,80,55
MXM00076687,"JALAPA VER., MX",6/23/01,0.02,,67,79,56
MXM00076687,"JALAPA VER., MX",6/24/01,0,,65,79,56
MXM00076687,"JALAPA VER., MX",6/25/01,0,,66,78,55
MXM00076687,"JALAPA VER., MX",6/26/01,0.07,,67,80,55
MXM00076687,"JALAPA VER., MX",6/27/01,1.57,,62,74,55
MXM00076687,"JALAPA VER., MX",6/28/01,1.09,,64,70,55
MXM00076687,"JALAPA VER., MX",6/29/01,1,,67,75,54
MXM00076687,"JALAPA VER., MX",6/30/01,0,,66,77,54
MXM00076687,"JALAPA VER., MX",7/1/01,0,,69,,
MXM00076687,"JALAPA VER., MX",7/2/01,0.03,,68,78,56
MXM00076687,"JALAPA VER., MX",7/3/01,0.51,,63,78,56
MXM00076687,"JALAPA VER., MX",7/4/01,0.96,,61,67,55
MXM00076687,"JALAPA VER., MX",7/5/01,0.32,,62,72,55
MXM00076687,"JALAPA VER., MX",7/6/01,0.02,,66,76,52
MXM00076687,"JALAPA VER., MX",7/7/01,0,,65,78,52
MXM00076687,"JALAPA VER., MX",7/8/01,0,,67,77,52
MXM00076687,"JALAPA VER., MX",7/9/01,0,,64,77,55
MXM00076687,"JALAPA VER., MX",7/10/01,0,,69,79,55
MXM00076687,"JALAPA VER., MX",7/11/01,0,,67,81,55
MXM00076687,"JALAPA VER., MX",7/12/01,0,,69,78,55
MXM00076687,"JALAPA VER., MX",7/13/01,0,,67,81,55
MXM00076687,"JALAPA VER., MX",7/14/01,0,,68,80,55
MXM00076687,"JALAPA VER., MX",7/15/01,0.7,,67,80,59
MXM00076687,"JALAPA VER., MX",7/16/01,1.42,,71,79,59
MXM00076687,"JALAPA VER., MX",7/17/01,0.57,,69,80,57
MXM00076687,"JALAPA VER., MX",7/18/01,0.06,,67,80,56
MXM00076687,"JALAPA VER., MX",7/19/01,0.15,,68,,
MXM00076687,"JALAPA VER., MX",7/20/01,0.01,,69,79,58
MXM00076687,"JALAPA VER., MX",7/21/01,0,,70,,
MXM00076687,"JALAPA VER., MX",7/22/01,0,,71,80,52
MXM00076687,"JALAPA VER., MX",7/23/01,0,,72,81,56
MXM00076687,"JALAPA VER., MX",7/24/01,,,71,81,59
MXM00076687,"JALAPA VER., MX",7/25/01,0.24,,68,82,59
MXM00076687,"JALAPA VER., MX",7/26/01,0,,68,79,59
MXM00076687,"JALAPA VER., MX",7/27/01,0.01,,69,81,59
MXM00076687,"JALAPA VER., MX",7/28/01,0,,71,81,57
MXM00076687,"JALAPA VER., MX",7/29/01,0,,65,80,57
MXM00076687,"JALAPA VER., MX",7/30/01,,,66,78,57
MXM00076687,"JALAPA VER., MX",7/31/01,0.07,,68,76,56
MXM00076687,"JALAPA VER., MX",8/1/01,0.02,,65,78,53
MXM00076687,"JALAPA VER., MX",8/2/01,0,,65,80,53
MXM00076687,"JALAPA VER., MX",8/3/01,0.01,,67,78,53
MXM00076687,"JALAPA VER., MX",8/4/01,1.2,,66,76,56
MXM00076687,"JALAPA VER., MX",8/5/01,1.47,,66,74,56
MXM00076687,"JALAPA VER., MX",8/6/01,0.94,,67,77,58
MXM00076687,"JALAPA VER., MX",8/7/01,0.38,,64,77,58
MXM00076687,"JALAPA VER., MX",8/8/01,0.28,,68,77,56
MXM00076687,"JALAPA VER., MX",8/9/01,0.01,,67,77,56
MXM00076687,"JALAPA VER., MX",8/10/01,0.04,,67,79,57
MXM00076687,"JALAPA VER., MX",8/11/01,0.2,,66,75,57
MXM00076687,"JALAPA VER., MX",8/12/01,0.52,,65,73,57
MXM00076687,"JALAPA VER., MX",8/13/01,0.1,,65,76,53
MXM00076687,"JALAPA VER., MX",8/14/01,0,,67,78,55
MXM00076687,"JALAPA VER., MX",8/15/01,0.07,,66,79,57
MXM00076687,"JALAPA VER., MX",8/16/01,0.05,,68,77,57
MXM00076687,"JALAPA VER., MX",8/17/01,0.07,,63,78,52
MXM00076687,"JALAPA VER., MX",8/18/01,0.02,,69,,
MXM00076687,"JALAPA VER., MX",8/19/01,0,,70,81,55
MXM00076687,"JALAPA VER., MX",8/20/01,0,,68,79,55
MXM00076687,"JALAPA VER., MX",8/21/01,0,,69,80,55
MXM00076687,"JALAPA VER., MX",8/22/01,0,,67,77,58
MXM00076687,"JALAPA VER., MX",8/23/01,0.03,,65,78,58
MXM00076687,"JALAPA VER., MX",8/24/01,2.66,,63,,
MXM00076687,"JALAPA VER., MX",8/25/01,0.59,,66,72,59
MXM00076687,"JALAPA VER., MX",8/26/01,1.42,,65,76,59
MXM00076687,"JALAPA VER., MX",8/27/01,2.54,,65,73,58
MXM00076687,"JALAPA VER., MX",8/28/01,0.11,,69,75,58
MXM00076687,"JALAPA VER., MX",8/29/01,0,,71,78,59
MXM00076687,"JALAPA VER., MX",8/30/01,0,,70,79,59
MXM00076687,"JALAPA VER., MX",8/31/01,0.02,,71,80,60
MXM00076687,"JALAPA VER., MX",9/1/01,0,,71,81,59
MXM00076687,"JALAPA VER., MX",9/2/01,0,,70,82,59
MXM00076687,"JALAPA VER., MX",9/3/01,0,,71,81,59
MXM00076687,"JALAPA VER., MX",9/4/01,0,,70,82,60
MXM00076687,"JALAPA VER., MX",9/5/01,0,,68,79,56
MXM00076687,"JALAPA VER., MX",9/6/01,0,,69,79,55
MXM00076687,"JALAPA VER., MX",9/7/01,0.2,,71,80,55
MXM00076687,"JALAPA VER., MX",9/8/01,0.27,,70,82,60
MXM00076687,"JALAPA VER., MX",9/9/01,0.59,,69,79,60
MXM00076687,"JALAPA VER., MX",9/10/01,1.28,,68,76,60
MXM00076687,"JALAPA VER., MX",9/11/01,2.3,,66,76,60
MXM00076687,"JALAPA VER., MX",9/12/01,0.01,,68,76,58
MXM00076687,"JALAPA VER., MX",9/13/01,0,,68,78,58
MXM00076687,"JALAPA VER., MX",9/14/01,0,,65,76,58
MXM00076687,"JALAPA VER., MX",9/15/01,0.53,,62,69,55
MXM00076687,"JALAPA VER., MX",9/16/01,0.02,,66,77,54
MXM00076687,"JALAPA VER., MX",9/17/01,0.03,,67,78,54
MXM00076687,"JALAPA VER., MX",9/18/01,0.21,,65,77,56
MXM00076687,"JALAPA VER., MX",9/19/01,0.01,,70,79,56
MXM00076687,"JALAPA VER., MX",9/20/01,0,,68,,
MXM00076687,"JALAPA VER., MX",9/21/01,0,,69,77,54
MXM00076687,"JALAPA VER., MX",9/22/01,0.08,,66,79,57
MXM00076687,"JALAPA VER., MX",9/23/01,0.05,,65,73,58
MXM00076687,"JALAPA VER., MX",9/24/01,0.19,,66,72,58
MXM00076687,"JALAPA VER., MX",9/26/01,0.01,,66,,
MXM00076687,"JALAPA VER., MX",9/27/01,0,,68,77,59
MXM00076687,"JALAPA VER., MX",9/28/01,0.11,,67,76,58
MXM00076687,"JALAPA VER., MX",9/29/01,0.18,,65,75,58
MXM00076687,"JALAPA VER., MX",9/30/01,,,63,72,53
MXM00076687,"JALAPA VER., MX",10/1/01,0,,61,73,53
MXM00076687,"JALAPA VER., MX",10/2/01,0.02,,63,75,52
MXM00076687,"JALAPA VER., MX",10/3/01,0.05,,62,69,55
MXM00076687,"JALAPA VER., MX",10/4/01,0.16,,62,74,55
MXM00076687,"JALAPA VER., MX",10/5/01,0.12,,64,73,56
MXM00076687,"JALAPA VER., MX",10/6/01,0,,67,,
MXM00076687,"JALAPA VER., MX",10/7/01,0,,68,80,50
MXM00076687,"JALAPA VER., MX",10/8/01,0,,65,76,54
MXM00076687,"JALAPA VER., MX",10/9/01,0,,65,76,53
MXM00076687,"JALAPA VER., MX",10/10/01,0.39,,65,73,53
MXM00076687,"JALAPA VER., MX",10/11/01,0.69,,67,,
MXM00076687,"JALAPA VER., MX",10/12/01,0,,67,79,54
MXM00076687,"JALAPA VER., MX",10/13/01,0.09,,69,,
MXM00076687,"JALAPA VER., MX",10/14/01,1.27,,69,85,59
MXM00076687,"JALAPA VER., MX",10/15/01,0.54,,64,77,56
MXM00076687,"JALAPA VER., MX",10/16/01,0,,67,78,55
MXM00076687,"JALAPA VER., MX",10/17/01,0,,63,68,58
MXM00076687,"JALAPA VER., MX",10/18/01,0,,64,71,55
MXM00076687,"JALAPA VER., MX",10/19/01,0,,61,72,48
MXM00076687,"JALAPA VER., MX",10/20/01,0,,61,72,46
MXM00076687,"JALAPA VER., MX",10/21/01,0,,62,74,46
MXM00076687,"JALAPA VER., MX",10/22/01,0,,66,75,48
MXM00076687,"JALAPA VER., MX",10/23/01,0,,65,,
MXM00076687,"JALAPA VER., MX",10/24/01,0,,67,81,51
MXM00076687,"JALAPA VER., MX",10/25/01,0,,68,82,56
MXM00076687,"JALAPA VER., MX",10/26/01,0.16,,67,79,56
MXM00076687,"JALAPA VER., MX",10/27/01,0.41,,63,73,58
MXM00076687,"JALAPA VER., MX",10/28/01,0.79,,59,65,54
MXM00076687,"JALAPA VER., MX",10/29/01,0,,57,65,48
MXM00076687,"JALAPA VER., MX",10/30/01,0,,56,68,47
MXM00076687,"JALAPA VER., MX",10/31/01,,,60,69,48
MXM00076687,"JALAPA VER., MX",11/1/01,0.05,,62,72,50
MXM00076687,"JALAPA VER., MX",11/2/01,0,,62,71,50
MXM00076687,"JALAPA VER., MX",11/3/01,0.15,,62,73,52
MXM00076687,"JALAPA VER., MX",11/4/01,0,,63,72,51
MXM00076687,"JALAPA VER., MX",11/5/01,0,,62,72,51
MXM00076687,"JALAPA VER., MX",11/6/01,0,,60,66,51
MXM00076687,"JALAPA VER., MX",11/7/01,0.31,,61,68,51
MXM00076687,"JALAPA VER., MX",11/8/01,0,,60,70,49
MXM00076687,"JALAPA VER., MX",11/9/01,0,,59,71,49
MXM00076687,"JALAPA VER., MX",11/10/01,0.11,,60,71,48
MXM00076687,"JALAPA VER., MX",11/11/01,0,,60,70,48
MXM00076687,"JALAPA VER., MX",11/12/01,0.04,,61,71,51
MXM00076687,"JALAPA VER., MX",11/13/01,0.06,,60,70,49
MXM00076687,"JALAPA VER., MX",11/14/01,0.06,,62,71,49
MXM00076687,"JALAPA VER., MX",11/15/01,0,,61,72,51
MXM00076687,"JALAPA VER., MX",11/16/01,0,,64,71,51
MXM00076687,"JALAPA VER., MX",11/17/01,0,,62,72,52
MXM00076687,"JALAPA VER., MX",11/18/01,0.17,,60,71,46
MXM00076687,"JALAPA VER., MX",11/19/01,0,,60,70,46
MXM00076687,"JALAPA VER., MX",11/20/01,0,,57,68,46
MXM00076687,"JALAPA VER., MX",11/21/01,0.07,,60,69,46
MXM00076687,"JALAPA VER., MX",11/22/01,0.01,,61,,
MXM00076687,"JALAPA VER., MX",11/23/01,0,,65,,
MXM00076687,"JALAPA VER., MX",11/24/01,0,,68,82,53
MXM00076687,"JALAPA VER., MX",11/25/01,0,,63,84,52
MXM00076687,"JALAPA VER., MX",11/26/01,0,,63,,
MXM00076687,"JALAPA VER., MX",11/27/01,0,,67,78,49
MXM00076687,"JALAPA VER., MX",11/28/01,0,,68,80,53
MXM00076687,"JALAPA VER., MX",11/29/01,0.04,,66,81,55
MXM00076687,"JALAPA VER., MX",11/30/01,0.01,,60,70,55
MXM00076687,"JALAPA VER., MX",12/1/01,0,,64,71,55
MXM00076687,"JALAPA VER., MX",12/2/01,0.1,,63,74,55
MXM00076687,"JALAPA VER., MX",12/3/01,0.08,,61,71,50
MXM00076687,"JALAPA VER., MX",12/4/01,0,,61,68,50
MXM00076687,"JALAPA VER., MX",12/5/01,0,,60,70,50
MXM00076687,"JALAPA VER., MX",12/6/01,0,,61,71,50
MXM00076687,"JALAPA VER., MX",12/7/01,0.13,,61,70,50
MXM00076687,"JALAPA VER., MX",12/9/01,0.08,,60,72,46
MXM00076687,"JALAPA VER., MX",12/10/01,0.09,,58,64,54
MXM00076687,"JALAPA VER., MX",12/11/01,0,,58,69,47
MXM00076687,"JALAPA VER., MX",12/12/01,0,,63,74,47
MXM00076687,"JALAPA VER., MX",12/13/01,0,,65,,
MXM00076687,"JALAPA VER., MX",12/14/01,0,,66,81,54
MXM00076687,"JALAPA VER., MX",12/15/01,0,,61,72,54
MXM00076687,"JALAPA VER., MX",12/17/01,0,,65,77,48
MXM00076687,"JALAPA VER., MX",12/18/01,0,,60,72,51
MXM00076687,"JALAPA VER., MX",12/19/01,0.01,,59,,
MXM00076687,"JALAPA VER., MX",12/20/01,0,,58,67,48
MXM00076687,"JALAPA VER., MX",12/21/01,0,,56,64,50
MXM00076687,"JALAPA VER., MX",12/22/01,0,,59,,
MXM00076687,"JALAPA VER., MX",12/23/01,0,,61,73,49
MXM00076687,"JALAPA VER., MX",12/24/01,0.02,,60,69,50
MXM00076687,"JALAPA VER., MX",12/25/01,0.16,,58,64,52
MXM00076687,"JALAPA VER., MX",12/26/01,,,53,62,47
MXM00076687,"JALAPA VER., MX",12/27/01,,,52,60,46
MXM00076687,"JALAPA VER., MX",12/28/01,,,60,,
MXM00076687,"JALAPA VER., MX",12/29/01,0,,62,75,47
MXM00076687,"JALAPA VER., MX",12/30/01,0.01,,62,75,49
MXM00076687,"JALAPA VER., MX",12/31/01,0,,57,69,47
MXM00076687,"JALAPA VER., MX",1/3/02,0.38,,49,61,44
MXM00076687,"JALAPA VER., MX",1/4/02,0,,50,59,43
MXM00076687,"JALAPA VER., MX",1/5/02,0,,57,72,43
MXM00076687,"JALAPA VER., MX",1/6/02,0,,57,76,45
MXM00076687,"JALAPA VER., MX",1/7/02,0.2,,50,57,44
MXM00076687,"JALAPA VER., MX",1/8/02,0.01,,51,58,44
MXM00076687,"JALAPA VER., MX",1/9/02,0,,55,,
MXM00076687,"JALAPA VER., MX",1/10/02,0,,56,,
MXM00076687,"JALAPA VER., MX",1/11/02,0,,61,75,40
MXM00076687,"JALAPA VER., MX",1/12/02,0,,57,71,46
MXM00076687,"JALAPA VER., MX",1/13/02,0.24,,54,60,39
MXM00076687,"JALAPA VER., MX",1/14/02,0.01,,54,,
MXM00076687,"JALAPA VER., MX",1/15/02,0,,57,65,46
MXM00076687,"JALAPA VER., MX",1/16/02,0,,57,,
MXM00076687,"JALAPA VER., MX",1/17/02,0,,58,,
MXM00076687,"JALAPA VER., MX",1/18/02,0,,62,72,47
MXM00076687,"JALAPA VER., MX",1/19/02,0,,62,74,47
MXM00076687,"JALAPA VER., MX",1/20/02,0,,63,77,48
MXM00076687,"JALAPA VER., MX",1/21/02,0,,62,72,49
MXM00076687,"JALAPA VER., MX",1/22/02,0,,62,,
MXM00076687,"JALAPA VER., MX",1/23/02,0,,63,,
MXM00076687,"JALAPA VER., MX",1/24/02,0,,66,79,46
MXM00076687,"JALAPA VER., MX",1/25/02,0,,65,81,54
MXM00076687,"JALAPA VER., MX",1/26/02,,,56,70,48
MXM00076687,"JALAPA VER., MX",1/27/02,0,,59,81,46
MXM00076687,"JALAPA VER., MX",1/28/02,0,,63,73,46
MXM00076687,"JALAPA VER., MX",1/29/02,0,,62,,
MXM00076687,"JALAPA VER., MX",1/30/02,0,,62,77,44
MXM00076687,"JALAPA VER., MX",1/31/02,0,,64,78,44
MXM00076687,"JALAPA VER., MX",2/1/02,0,,65,80,54
MXM00076687,"JALAPA VER., MX",2/2/02,0.02,,59,71,53
MXM00076687,"JALAPA VER., MX",2/3/02,0,,57,,
MXM00076687,"JALAPA VER., MX",2/4/02,0,,59,70,49
MXM00076687,"JALAPA VER., MX",2/5/02,0,,58,72,50
MXM00076687,"JALAPA VER., MX",2/6/02,0,,63,71,50
MXM00076687,"JALAPA VER., MX",2/7/02,0.21,,56,71,50
MXM00076687,"JALAPA VER., MX",2/8/02,0,,51,58,48
MXM00076687,"JALAPA VER., MX",2/9/02,0.05,,53,,
MXM00076687,"JALAPA VER., MX",2/10/02,0.02,,59,70,46
MXM00076687,"JALAPA VER., MX",2/11/02,0,,50,67,44
MXM00076687,"JALAPA VER., MX",2/12/02,0.04,,50,,
MXM00076687,"JALAPA VER., MX",2/13/02,0.13,,57,63,45
MXM00076687,"JALAPA VER., MX",2/14/02,0.02,,54,63,54
MXM00076687,"JALAPA VER., MX",2/15/02,0.02,,59,70,52
MXM00076687,"JALAPA VER., MX",2/16/02,0,,61,72,51
MXM00076687,"JALAPA VER., MX",2/17/02,0,,59,72,55
MXM00076687,"JALAPA VER., MX",2/18/02,0.01,,58,69,49
MXM00076687,"JALAPA VER., MX",2/19/02,0,,63,,
MXM00076687,"JALAPA VER., MX",2/20/02,0,,67,81,53
MXM00076687,"JALAPA VER., MX",2/21/02,0.01,,63,78,55
MXM00076687,"JALAPA VER., MX",2/22/02,,,60,,
MXM00076687,"JALAPA VER., MX",2/23/02,0,,52,67,43
MXM00076687,"JALAPA VER., MX",2/24/02,0,,50,,
MXM00076687,"JALAPA VER., MX",2/25/02,0,,63,,
MXM00076687,"JALAPA VER., MX",2/26/02,0,,65,81,53
MXM00076687,"JALAPA VER., MX",2/27/02,0,,54,76,43
MXM00076687,"JALAPA VER., MX",2/28/02,0.05,,53,62,44
MXM00076687,"JALAPA VER., MX",3/1/02,0.06,,59,,
MXM00076687,"JALAPA VER., MX",3/2/02,0,,71,87,49
MXM00076687,"JALAPA VER., MX",3/3/02,0,,63,89,55
MXM00076687,"JALAPA VER., MX",3/4/02,0.26,,47,65,44
MXM00076687,"JALAPA VER., MX",3/6/02,0,,55,65,45
MXM00076687,"JALAPA VER., MX",3/7/02,0.05,,58,,
MXM00076687,"JALAPA VER., MX",3/8/02,0,,62,,
MXM00076687,"JALAPA VER., MX",3/9/02,0,,67,80,51
MXM00076687,"JALAPA VER., MX",3/10/02,0,,63,80,53
MXM00076687,"JALAPA VER., MX",3/11/02,0.01,,59,72,53
MXM00076687,"JALAPA VER., MX",3/12/02,0,,66,,
MXM00076687,"JALAPA VER., MX",3/13/02,0,,66,79,52
MXM00076687,"JALAPA VER., MX",3/14/02,0,,69,,
MXM00076687,"JALAPA VER., MX",3/15/02,0,,72,87,57
MXM00076687,"JALAPA VER., MX",3/16/02,0,,73,89,60
MXM00076687,"JALAPA VER., MX",3/17/02,0,,72,90,59
MXM00076687,"JALAPA VER., MX",3/18/02,0,,70,85,58
MXM00076687,"JALAPA VER., MX",3/19/02,0,,69,83,58
MXM00076687,"JALAPA VER., MX",3/20/02,0,,71,85,58
MXM00076687,"JALAPA VER., MX",3/21/02,0,,65,81,57
MXM00076687,"JALAPA VER., MX",3/22/02,0,,57,72,48
MXM00076687,"JALAPA VER., MX",3/23/02,0,,56,65,47
MXM00076687,"JALAPA VER., MX",3/24/02,0,,60,,
MXM00076687,"JALAPA VER., MX",3/25/02,0,,70,,
MXM00076687,"JALAPA VER., MX",3/26/02,0,,73,87,57
MXM00076687,"JALAPA VER., MX",3/27/02,0,,67,83,55
MXM00076687,"JALAPA VER., MX",3/28/02,0.05,,66,,
MXM00076687,"JALAPA VER., MX",3/29/02,0,,66,83,51
MXM00076687,"JALAPA VER., MX",3/30/02,0,,66,85,51
MXM00076687,"JALAPA VER., MX",3/31/02,0,,74,86,53
MXM00076687,"JALAPA VER., MX",4/1/02,1.6,,65,,
MXM00076687,"JALAPA VER., MX",4/2/02,0.06,,65,,
MXM00076687,"JALAPA VER., MX",4/3/02,0,,69,82,51
MXM00076687,"JALAPA VER., MX",4/4/02,0,,68,82,57
MXM00076687,"JALAPA VER., MX",4/5/02,0,,65,75,54
MXM00076687,"JALAPA VER., MX",4/6/02,0,,65,75,51
MXM00076687,"JALAPA VER., MX",4/7/02,0,,66,,
MXM00076687,"JALAPA VER., MX",4/8/02,0.33,,67,,
MXM00076687,"JALAPA VER., MX",4/9/02,0,,69,87,51
MXM00076687,"JALAPA VER., MX",4/10/02,0.01,,65,83,55
MXM00076687,"JALAPA VER., MX",4/11/02,0.95,,63,73,52
MXM00076687,"JALAPA VER., MX",4/12/02,0,,64,76,50
MXM00076687,"JALAPA VER., MX",4/13/02,0,,65,78,50
MXM00076687,"JALAPA VER., MX",4/14/02,0,,67,77,52
MXM00076687,"JALAPA VER., MX",4/15/02,0,,66,,
MXM00076687,"JALAPA VER., MX",4/16/02,0,,67,81,57
MXM00076687,"JALAPA VER., MX",4/17/02,0,,67,79,55
MXM00076687,"JALAPA VER., MX",4/18/02,0,,67,81,55
MXM00076687,"JALAPA VER., MX",4/19/02,0,,66,80,52
MXM00076687,"JALAPA VER., MX",4/20/02,0,,68,,
MXM00076687,"JALAPA VER., MX",4/21/02,0,,67,81,56
MXM00076687,"JALAPA VER., MX",4/22/02,0,,70,82,55
MXM00076687,"JALAPA VER., MX",4/23/02,0,,67,80,56
MXM00076687,"JALAPA VER., MX",4/24/02,0,,68,80,53
MXM00076687,"JALAPA VER., MX",4/25/02,0,,69,82,53
MXM00076687,"JALAPA VER., MX",4/26/02,0,,67,,
MXM00076687,"JALAPA VER., MX",4/27/02,0,,67,,
MXM00076687,"JALAPA VER., MX",4/28/02,0,,72,87,56
MXM00076687,"JALAPA VER., MX",4/29/02,0,,73,87,55
MXM00076687,"JALAPA VER., MX",4/30/02,0,,71,,
MXM00076687,"JALAPA VER., MX",5/1/02,0,,72,88,54
MXM00076687,"JALAPA VER., MX",5/2/02,0,,75,89,55
MXM00076687,"JALAPA VER., MX",5/3/02,0,,76,90,61
MXM00076687,"JALAPA VER., MX",5/4/02,0,,74,88,61
MXM00076687,"JALAPA VER., MX",5/5/02,0,,69,86,54
MXM00076687,"JALAPA VER., MX",5/6/02,0,,69,84,54
MXM00076687,"JALAPA VER., MX",5/7/02,0,,70,85,57
MXM00076687,"JALAPA VER., MX",5/8/02,0,,72,84,57
MXM00076687,"JALAPA VER., MX",5/9/02,0,,73,83,59
MXM00076687,"JALAPA VER., MX",5/10/02,0,,72,85,59
MXM00076687,"JALAPA VER., MX",5/11/02,0,,72,,
MXM00076687,"JALAPA VER., MX",5/12/02,0,,69,86,55
MXM00076687,"JALAPA VER., MX",5/13/02,0,,70,83,55
MXM00076687,"JALAPA VER., MX",5/14/02,0.02,,67,83,58
MXM00076687,"JALAPA VER., MX",5/15/02,0.26,,65,,
MXM00076687,"JALAPA VER., MX",5/16/02,0,,67,80,55
MXM00076687,"JALAPA VER., MX",5/17/02,0,,69,81,57
MXM00076687,"JALAPA VER., MX",5/18/02,0.07,,70,83,57
MXM00076687,"JALAPA VER., MX",5/19/02,0.02,,66,78,55
MXM00076687,"JALAPA VER., MX",5/20/02,0,,63,74,55
MXM00076687,"JALAPA VER., MX",5/21/02,0,,60,71,49
MXM00076687,"JALAPA VER., MX",5/22/02,0.03,,62,72,48
MXM00076687,"JALAPA VER., MX",5/23/02,0.03,,65,,
MXM00076687,"JALAPA VER., MX",5/24/02,0.03,,65,78,51
MXM00076687,"JALAPA VER., MX",5/25/02,0,,69,79,52
MXM00076687,"JALAPA VER., MX",5/26/02,0,,68,81,53
MXM00076687,"JALAPA VER., MX",5/27/02,0,,68,79,53
MXM00076687,"JALAPA VER., MX",5/28/02,0,,68,81,55
MXM00076687,"JALAPA VER., MX",5/29/02,0,,68,83,52
MXM00076687,"JALAPA VER., MX",5/30/02,0,,71,84,53
MXM00076687,"JALAPA VER., MX",5/31/02,0,,71,86,55
MXM00076687,"JALAPA VER., MX",6/1/02,0.44,,68,86,55
MXM00076687,"JALAPA VER., MX",6/2/02,0.61,,67,79,55
MXM00076687,"JALAPA VER., MX",6/3/02,0,,71,80,55
MXM00076687,"JALAPA VER., MX",6/4/02,0.17,,67,80,54
MXM00076687,"JALAPA VER., MX",6/5/02,0.02,,68,83,54
MXM00076687,"JALAPA VER., MX",6/6/02,3.28,,67,81,59
MXM00076687,"JALAPA VER., MX",6/7/02,0,,67,77,55
MXM00076687,"JALAPA VER., MX",6/8/02,0.59,,67,77,55
MXM00076687,"JALAPA VER., MX",6/9/02,1.51,,67,77,63
MXM00076687,"JALAPA VER., MX",6/10/02,1.35,,70,,
MXM00076687,"JALAPA VER., MX",6/11/02,0.05,,69,81,59
MXM00076687,"JALAPA VER., MX",6/12/02,0.31,,68,81,55
MXM00076687,"JALAPA VER., MX",6/13/02,0.17,,69,81,55
MXM00076687,"JALAPA VER., MX",6/14/02,0.3,,67,81,55
